,StoreID,Month,Sale
0,1000,3,129624.29310708398
1,1000,4,112360.47489152566
2,1001,3,134201.1414734151
3,1001,4,116110.26454208311
4,1002,3,142540.5068816148
5,1002,4,123080.32554431571
6,1003,3,128375.97459075888
7,1003,4,111297.09245169318
8,1004,3,115401.08769267204
9,1004,4,100813.96523233346
10,1005,3,129160.11003142512
11,1005,4,112114.77696831911
12,1006,3,115659.71442044503
13,1006,4,99706.77592145267
14,1007,3,116998.78236604434
15,1007,4,100847.46343066683
16,1008,3,129231.87146015013
17,1008,4,112175.90707427006
18,1009,3,133687.69506318172
19,1009,4,115672.88426669913
20,1010,3,129283.65397994964
21,1010,4,112220.01810965482
22,1011,3,129507.94104969701
23,1011,4,112411.07746536554
24,1012,3,153943.45897016654
25,1012,4,132219.19887008684
26,1013,3,142460.3995239735
27,1013,4,123012.08594336204
28,1014,3,128699.47260742277
29,1014,4,111572.66483625871
30,1015,3,130215.03137702904
31,1015,4,113171.44846413063
32,1016,3,114390.04662841452
33,1016,4,99952.70802944743
34,1017,3,129199.62244431578
35,1017,4,112148.43569041116
36,1018,3,154308.2722069925
37,1018,4,132529.96570145705
38,1019,3,134981.36432890146
39,1019,4,116774.89882638639
40,1020,3,120801.54380871856
41,1020,4,103923.5422995115
42,1021,3,142246.72281548133
43,1021,4,122830.06504353539
44,1022,3,118472.13822068462
45,1022,4,101939.23383563072
46,1023,3,118182.69023669841
47,1023,4,101855.97754270548
48,1024,3,132827.67832818246
49,1024,4,115397.03660770577
50,1025,3,124346.66897035322
51,1025,4,108280.16289325143
52,1026,3,142179.39088281532
53,1026,4,122772.70821200505
54,1027,3,118762.6566807028
55,1027,4,102350.02303204258
56,1028,3,121977.89826853234
57,1028,4,106262.32118429293
58,1029,3,142418.85736384534
59,1029,4,122976.69817732689
60,1030,3,120635.51048468836
61,1030,4,103782.10650496728
62,1031,3,115669.75856868013
63,1031,4,101042.8330155996
64,1032,3,129566.39777013796
65,1032,4,112460.87393092635
66,1033,3,142358.5738708906
67,1033,4,122925.34557221734
68,1034,3,118502.2447654518
69,1034,4,103493.22800723172
70,1035,3,129551.51295706269
71,1035,4,112448.19427534375
72,1036,3,118010.8383039206
73,1036,4,101709.58515552444
74,1037,3,135195.84095366744
75,1037,4,116957.60113637219
76,1038,3,134273.26515858874
77,1038,4,116171.70323686069
78,1039,3,116134.16473662763
79,1039,4,101438.43826977712
80,1040,3,118718.20521620077
81,1040,4,102312.15696968904
82,1041,3,120631.37134935087
83,1041,4,103778.58057486494
84,1042,3,118960.62934992797
85,1042,4,103883.70376437805
86,1043,3,115155.08232748305
87,1043,4,100604.40510643173
88,1044,3,116165.82879353316
89,1044,4,101465.41135528922
90,1045,3,113951.63320772864
91,1045,4,99579.24474515945
92,1046,3,117741.5631590658
93,1046,4,102845.23997216212
94,1047,3,129563.4208075229
95,1047,4,112458.33799980981
96,1048,3,132697.89783884166
97,1048,4,115286.4828575266
98,1049,3,129508.95592331578
99,1049,4,112411.94198733711
100,1050,3,142156.07275482608
101,1050,4,122752.84462149572
102,1051,3,115941.11180909586
103,1051,4,101273.98577595376
104,1052,3,128944.0331843031
105,1052,4,111780.99421656416
106,1053,3,119335.67233639353
107,1053,4,102674.83697123462
108,1054,3,128342.1218946994
109,1054,4,111417.97225925646
110,1055,3,132354.9382139398
111,1055,4,114994.33206594361
112,1056,3,115770.13943345434
113,1056,4,101128.34264114802
114,1057,3,115886.71458312999
115,1057,4,101227.6473982791
116,1058,3,129362.6788057309
117,1058,4,112287.33555383887
118,1059,3,120993.43456352787
119,1059,4,104087.00479434905
120,1060,3,142537.52991899976
121,1060,4,123077.78961319922
122,1061,3,142490.03383364147
123,1061,4,123037.32998493106
124,1062,3,129535.68092860996
125,1062,4,112434.70773258767
126,1063,3,120968.7393054712
127,1063,4,104065.96809304153
128,1064,3,124449.65679615858
129,1064,4,108367.89326338195
130,1065,3,118291.93433107651
131,1065,4,101949.0373268054
132,1066,3,128800.07656448566
133,1066,4,111808.08179277812
134,1067,3,132551.76802036044
135,1067,4,115162.00190104266
136,1068,3,116027.46769017466
137,1068,4,101347.54819316903
138,1069,3,128886.43244556445
139,1069,4,111881.64420999338
140,1070,3,135310.73662993303
141,1070,4,117055.47523096879
142,1071,3,118632.064292467
143,1071,4,102238.77766428611
144,1072,3,132776.1227483491
145,1072,4,115353.1188915515
146,1073,3,129637.21583116292
147,1073,4,112371.48313796331
148,1074,3,119261.9791564604
149,1074,4,104140.40915512788
150,1075,3,115972.7758660014
151,1075,4,101300.95886146589
152,1076,3,120803.72085505977
153,1076,4,103925.39682046886
154,1077,3,129561.45871852658
155,1077,4,112456.66659066486
156,1078,3,142444.48785465828
157,1078,4,122998.5315583898
158,1079,3,115316.62624234827
159,1079,4,100742.01658946506
160,1080,3,127533.64960474765
161,1080,4,110729.27364189019
162,1081,3,118567.78896327844
163,1081,4,102184.02460608848
164,1082,3,114297.15186317678
165,1082,4,99873.57545165232
166,1083,3,129560.44384490786
167,1083,4,112455.80206869332
168,1084,3,142455.46047236217
169,1084,4,123007.87860310053
170,1085,3,153716.99485407793
171,1085,4,132026.28499341873
172,1086,3,118830.85618788385
173,1086,4,102408.11890853017
174,1087,3,129253.95201204039
175,1087,4,112194.71643328769
176,1088,3,142425.8261626942
177,1088,4,122982.63456153152
178,1089,3,142069.86417285097
179,1089,4,122679.4076812947
180,1090,3,128885.7247293998
181,1090,4,124443.25919775535
182,1091,3,129074.18406503621
183,1091,4,112041.5807747286
184,1092,3,128893.62779457099
185,1092,4,111738.05629197758
186,1093,3,115851.19400647318
187,1093,4,101197.38912927515
188,1094,3,132043.44051905518
189,1094,4,114272.22298836918
190,1095,3,117412.19818533088
191,1095,4,101199.632461911
192,1096,3,113558.25621047356
193,1096,4,99244.1458215718
194,1097,3,115796.79678050727
195,1097,4,101151.05075160052
196,1098,3,129212.47751015346
197,1098,4,112159.38630205068
198,1099,3,124369.46979765486
199,1099,4,108299.58582021209
200,1100,3,116061.0261778352
201,1100,4,101376.13505302799
202,1101,3,119297.17479712167
203,1101,4,102642.04277111414
204,1102,3,118448.02189364274
205,1102,4,98393.32894213028
206,1103,3,115929.27161687694
207,1103,4,101263.89968628577
208,1104,3,119664.19679066646
209,1104,4,102954.69113598563
210,1105,3,116086.73630951063
211,1105,4,101398.03627630707
212,1106,3,124152.74846830641
213,1106,4,108114.97135447085
214,1107,3,131122.80199989493
215,1107,4,113944.73455027571
216,1108,3,130555.7750831255
217,1108,4,125978.21989299582
218,1109,3,123910.66728110999
219,1109,4,107908.75404685906
220,1110,3,129322.80413639163
221,1110,4,112253.3682429202
222,1111,3,129537.64301760621
223,1111,4,112436.37914173267
224,1112,3,116115.42340380109
225,1112,4,101422.47343070267
226,1113,3,123551.91422361921
227,1113,4,122812.93432221642
228,1114,3,142549.43776945997
229,1114,4,123087.93333766531
230,1115,3,121121.91756366365
231,1115,4,104196.45327594626
232,1116,3,118042.95200327248
233,1116,4,101736.9412697871
234,1117,3,116031.24456906354
235,1117,4,101350.76553444473
236,1118,3,120929.8795097507
237,1118,4,104032.86530409443
238,1119,3,115689.08486043553
239,1119,4,101059.29615302088
240,1120,3,142283.5408813431
241,1120,4,122861.42858112138
242,1121,3,115382.86366053308
243,1121,4,100798.44105680767
244,1122,3,115926.49086569814
245,1122,4,99934.02993037192
246,1123,3,115379.88669791803
247,1123,4,100795.90512569116
248,1124,3,118903.04753129881
249,1124,4,102469.61523810583
250,1125,3,117394.92136856947
251,1125,4,101184.91517355866
252,1126,3,118776.52662015925
253,1126,4,102361.83816565365
254,1127,3,117553.62192008096
255,1127,4,101156.7940240054
256,1128,3,121012.0285972507
257,1128,4,104102.84415640928
258,1129,3,174973.72309176202
259,1129,4,171280.02210799075
260,1130,3,129404.00600851412
261,1130,4,112322.54020806159
262,1131,3,115954.98174855237
263,1131,4,101285.80090956484
264,1132,3,135227.7996087804
265,1132,4,116984.8251759128
266,1133,3,115965.22210822365
267,1133,4,101294.52417891446
268,1134,3,129156.62736093522
269,1134,4,111962.09295962116
270,1135,3,117178.61797128977
271,1135,4,101000.65672402405
272,1136,3,116176.72177037458
273,1136,4,101474.69055778379
274,1137,3,129469.36386956264
275,1137,4,112378.21542302889
276,1138,3,129531.68909237612
277,1138,4,112431.30727949963
278,1139,3,116534.94745718325
279,1139,4,100289.03429635182
280,1140,3,118862.5202447894
281,1140,4,102435.09199404223
282,1141,3,128805.67208094457
283,1141,4,111663.13105444398
284,1142,3,142350.5105575605
285,1142,4,122918.47682382505
286,1143,3,129440.60911703094
287,1143,4,112353.7206338352
288,1144,3,130873.37002964456
289,1144,4,113732.2554645069
290,1145,3,118869.42138539698
291,1145,4,102440.97074344878
292,1146,3,153623.1528734627
293,1146,4,131946.34552845018
294,1147,3,131341.13514441223
295,1147,4,114130.72204375341
296,1148,3,123713.53513134668
297,1148,4,107740.82666002365
298,1149,3,129317.8650847803
299,1149,4,112249.16090265871
300,1150,3,137647.2261376644
301,1150,4,122942.91397822065
302,1151,3,129471.40559942141
303,1151,4,112379.95467439006
304,1152,3,142462.3496303486
305,1152,4,123013.74714508899
306,1153,3,119672.54271958275
307,1153,4,102961.8006309884
308,1154,3,115979.677006609
309,1154,4,101306.83761087232
310,1155,3,129537.21695059379
311,1155,4,112286.29890636734
312,1156,3,129161.1249050439
313,1156,4,112115.64149029065
314,1157,3,119060.42525577334
315,1157,4,103968.71509157968
316,1158,3,127841.3155929588
317,1158,4,110991.35948369966
318,1159,3,123539.22353664148
319,1159,4,107592.33900527476
320,1160,3,142272.43294715678
321,1160,4,122851.96626681446
322,1161,3,115857.08027346201
323,1161,4,101202.40335671009
324,1162,3,118399.0612922194
325,1162,4,102040.29362703819
326,1163,3,115866.37341775582
327,1163,4,101210.3197388863
328,1164,3,127761.50244371644
329,1164,4,110773.65321532372
330,1165,3,124119.18998064585
331,1165,4,108086.38449461182
332,1166,3,115354.60648093255
333,1166,4,100774.37012603684
334,1167,3,129145.29287659112
335,1167,4,112102.15494753461
336,1168,3,128977.88242249352
337,1168,4,111959.54604219222
338,1169,3,129278.7149283383
339,1169,4,112215.81076939331
340,1170,3,129263.53936473314
341,1170,4,112053.16614804162
342,1171,3,123524.83629649736
343,1171,4,107580.08320811499
344,1172,3,120697.5411092944
345,1172,4,103834.94740740946
346,1173,3,129560.44384490786
347,1173,4,112455.80206869332
348,1174,3,129167.59613096161
349,1174,4,112121.15401607243
350,1175,3,134964.80004241617
351,1175,4,116760.78850826924
352,1176,3,142342.59454333413
353,1176,4,122911.73355244705
354,1177,3,133752.84994950655
355,1177,4,115728.38657727212
356,1178,3,114855.3323534983
357,1178,4,100349.06253600027
358,1179,3,115643.1012216272
359,1179,4,101020.12490514711
360,1180,3,142479.20851504127
361,1180,4,123028.10841723463
362,1181,3,142526.63694215828
363,1181,4,123068.51041070468
364,1182,3,124389.30564496259
365,1182,4,108316.48302347424
366,1183,3,129229.25675398373
367,1183,4,112173.67973198017
368,1184,3,118470.75506270316
369,1184,4,102101.36609819099
370,1185,3,134486.8742088396
371,1185,4,116353.66650188924
372,1186,3,127401.45738396418
373,1186,4,110616.66545381541
374,1187,3,129235.43722937153
375,1187,4,112029.22729199287
376,1188,3,142356.46448279064
377,1188,4,122923.5486860581
378,1189,3,124344.70688135695
379,1189,4,108278.49148410646
380,1190,3,123480.90213268304
381,1190,4,107542.65780931019
382,1191,3,118827.87922526886
383,1191,4,102405.58297741365
384,1192,3,117623.02592039386
385,1192,4,102744.26380588605
386,1193,3,115546.70119231337
387,1193,4,99610.5053937849
388,1194,3,129339.94563667056
389,1194,4,112267.97026167634
390,1195,3,128633.09602507793
391,1195,4,111665.8391110604
392,1196,3,115101.60158836478
393,1196,4,99231.34647190281
394,1197,3,142488.0717446452
395,1197,4,123035.65857578609
396,1198,3,142160.5818917475
397,1198,4,122756.68573813248
398,1199,3,129505.97896070071
399,1199,4,112409.40605622054
400,1200,3,119136.47311893957
401,1200,4,104033.49660464721
402,1201,3,115000.52693922316
403,1201,4,100472.74681272884
404,1202,3,115695.03878566565
405,1202,4,101064.36801525395
406,1203,3,128203.53769905222
407,1203,4,111150.20176616526
408,1204,3,118580.64402911613
409,1204,4,102194.97521772803
410,1205,3,118463.05400582176
411,1205,4,102094.80593862536
412,1206,3,122402.85677142639
413,1206,4,121663.87687002355
414,1207,3,142509.85769832807
415,1207,4,123054.21698077516
416,1208,3,124455.61072138866
417,1208,4,108372.96512561497
418,1209,3,118412.50131698594
419,1209,4,102051.74253702455
420,1210,3,128335.44730424948
421,1210,4,111262.5692076296
422,1211,3,122454.52661290392
423,1211,4,106668.33792209094
424,1212,3,118905.07727853634
425,1212,4,102471.34428204891
426,1213,3,127668.96608724984
427,1213,4,110844.54323809572
428,1214,3,129552.52783068144
429,1214,4,112449.05879731529
430,1215,3,134649.64795466862
431,1215,4,116492.32561870644
432,1216,3,128150.74030563401
433,1216,4,111105.22620880902
434,1217,3,118325.56047697832
435,1217,4,101977.68182146247
436,1218,3,117324.2424717045
437,1218,4,101124.70722437734
438,1219,3,118922.93905422665
439,1219,4,102486.55986874805
440,1220,3,116081.79725789929
441,1220,4,101393.82893604555
442,1221,3,120317.23413522202
443,1221,4,103510.9822072737
444,1222,3,118854.60423056303
445,1222,4,102428.34872266422
446,1223,3,129464.43680057256
447,1223,4,112374.01829018544
448,1224,3,128893.91854510091
449,1224,4,111888.02125774667
450,1225,3,118997.85473782683
451,1225,4,102387.06642430741
452,1226,3,116084.77422051433
453,1226,4,101396.36486716209
454,1227,3,129443.37496997854
455,1227,4,112206.35944139877
456,1228,3,128819.54202040106
457,1228,4,111674.946188055
458,1229,3,129279.29988726716
459,1229,4,112216.30906774012
460,1230,3,132699.8170826745
461,1230,4,114831.35857960039
462,1231,3,122516.77219485489
463,1231,4,106721.36193634548
464,1232,3,117512.94130655382
465,1232,4,101285.45067628603
466,1233,3,128599.53753741737
467,1233,4,111637.25225120145
468,1234,3,128860.78997213025
469,1234,4,111859.8006215124
470,1235,3,142424.8112890754
471,1235,4,122981.77003955998
472,1236,3,129509.90313869328
473,1236,4,112412.74887451052
474,1237,3,129634.2388685479
475,1237,4,112368.94720684677
476,1238,3,142360.60361812814
477,1238,4,122927.07461616045
478,1239,3,128874.81880350319
479,1239,4,111722.03381810496
480,1240,3,154231.0064954837
481,1240,4,132464.14676202368
482,1241,3,142328.9395612226
483,1241,4,122900.10153064835
484,1242,3,129408.14514385164
485,1242,4,112326.06613816394
486,1243,3,116041.26997138988
487,1243,4,101359.305691982
488,1244,3,129080.36454042401
489,1244,4,111897.12833474124
490,1245,3,142427.78825169048
491,1245,4,122984.30597067648
492,1246,3,124444.71774454728
493,1246,4,108363.68592312043
494,1247,3,118466.65653055375
495,1247,4,103462.91210342963
496,1248,3,129514.90984854584
497,1248,4,112417.01384957012
498,1249,3,119442.89729356582
499,1249,4,104294.52460525474
500,1250,3,121119.00825928988
501,1250,4,104193.9749796278
502,1251,3,132476.61254478715
503,1251,4,114641.2213806593
504,1252,3,142431.71242968304
505,1252,4,122987.64878896649
506,1253,3,129578.75911072199
507,1253,4,112321.6866724025
508,1254,3,116124.28663340499
509,1254,4,101430.02358925412
510,1255,3,118901.08544230252
511,1255,4,102467.94382896082
512,1256,3,115718.2018694159
513,1256,4,101084.0995310412
514,1257,3,129304.79890927511
515,1257,4,112088.31316746624
516,1258,3,119494.73686157486
517,1258,4,102810.33638157426
518,1259,3,129551.51295706269
519,1259,4,112448.19427534375
520,1260,3,141856.25512260007
521,1260,4,122497.44441626617
522,1261,3,118547.81779948818
523,1261,4,98474.64412467093
524,1262,3,116554.69763571452
525,1262,4,100469.16903075631
526,1263,3,142497.94984786786
527,1263,4,123044.07325630909
528,1264,3,129552.52783068144
529,1264,4,112449.05879731529
530,1265,3,129281.26197626343
531,1265,4,112217.98047688512
532,1266,3,135017.1675211445
533,1266,4,116805.3978420008
534,1267,3,161467.3410491562
535,1267,4,158364.60006402736
536,1268,3,115712.83290311466
537,1268,4,101079.52596715496
538,1269,3,120248.01975442216
539,1269,4,103452.02180881455
540,1270,3,128772.11359328403
541,1270,4,111634.54419458497
542,1271,3,129442.21279725608
543,1271,4,112205.36944241302
544,1272,3,142456.40768773967
545,1272,4,123008.68549027394
546,1273,3,129280.24710264466
547,1273,4,112217.11595491356
548,1274,3,118612.45538512537
549,1274,4,102222.07378025437
550,1275,3,153979.9944204422
551,1275,4,132250.32166106233
552,1276,3,119365.69924029835
553,1276,4,104228.76330061944
554,1277,3,120477.46083312579
555,1277,4,103647.47161659916
556,1278,3,128555.74253776304
557,1278,4,111450.22811025228
558,1279,3,129379.75225796012
559,1279,4,112152.16231634606
560,1280,3,161564.9869264463
561,1280,4,158459.09607430804
562,1281,3,129512.88010130833
563,1281,4,112415.28480562704
564,1282,3,114045.26023099895
565,1282,4,99659.00109831564
566,1283,3,129225.55912614889
567,1283,4,112020.81261146985
568,1284,3,124413.05368764176
569,1284,4,108336.71283760837
570,1285,3,116104.53042695965
571,1285,4,101413.1942282081
572,1286,3,141806.34730579917
573,1286,4,122454.93035010244
574,1287,3,115831.58509913155
575,1287,4,101180.68524524341
576,1288,3,115480.1125184533
577,1288,4,100881.2826765175
578,1289,3,129081.74167049146
579,1289,4,111898.30144553944
580,1290,3,115676.29745283908
581,1290,4,101048.40317617946
582,1291,3,129464.43680057256
583,1291,4,112374.01829018544
584,1292,3,115695.46870035553
585,1292,4,101064.73423887866
586,1293,3,129024.00522546185
587,1293,4,111849.11854792162
588,1294,3,120525.68917651662
589,1294,4,103688.55502022839
590,1295,3,132710.75290467934
591,1295,4,115297.43346916615
592,1296,3,128924.27697785776
593,1296,4,111764.16485551815
594,1297,3,129269.78404049315
595,1297,4,112208.20297604374
596,1298,3,142406.86987252266
597,1298,4,122966.48661064467
598,1299,3,117018.53857248969
599,1299,4,100864.29279171285
600,1300,3,124456.55793676617
601,1300,4,108373.77201278842
602,1301,3,115438.14044363525
603,1301,4,100845.52868685767
604,1302,3,132665.43386566231
605,1302,4,115258.82836185534
606,1303,3,124215.65592361955
607,1303,4,123476.67602221672
608,1304,3,153650.0251778606
609,1304,4,131969.23675071503
610,1305,3,123103.57212122566
611,1305,4,107221.22854029093
612,1306,3,129260.92081088922
613,1306,4,112200.65281749229
614,1307,3,135271.97335911487
615,1307,4,134603.87491375726
616,1308,3,135162.57706421436
617,1308,4,116929.26523054171
618,1309,3,119598.45694541276
619,1309,4,102898.69052706583
620,1310,3,129439.74154251588
621,1310,4,112352.98158887791
622,1311,3,121005.12745664311
623,1311,4,104096.96540700276
624,1312,3,129319.46876500537
625,1312,4,112100.80971123654
626,1313,3,153880.0512154931
627,1313,4,132165.18485684646
628,1314,3,118071.63909756296
629,1314,4,101761.37842418268
630,1315,3,129495.08598385926
631,1315,4,112400.12685372602
632,1316,3,142301.12004144723
633,1316,4,122876.40342121004
634,1317,3,128619.2937438627
635,1317,4,111654.08161224745
636,1318,3,129450.27611058616
637,1318,4,112212.2381908053
638,1319,3,142547.47568046366
639,1319,4,123086.26192852033
640,1320,3,142515.74396531688
641,1320,4,123059.23120821013
642,1321,3,120889.64682144868
643,1321,4,103998.59301405938
644,1322,3,154206.31123742706
645,1322,4,132443.11006071616
646,1323,3,118645.06665740836
647,1323,4,102249.85375293995
648,1324,3,120766.75549009428
649,1324,4,103893.9078058686
650,1325,3,134417.2299133499
651,1325,4,116294.33987980534
652,1326,3,129637.21583116292
653,1326,4,112371.48313796331
654,1327,3,137499.38731119648
655,1327,4,122778.58696141152
656,1328,3,134522.39478549644
657,1328,4,116383.92477089321
658,1329,3,117965.37196579986
659,1329,4,101670.85457119934
660,1330,3,146807.38978546538
661,1330,4,145069.98358017736
662,1331,3,129642.15488277425
663,1331,4,112375.69047822477
664,1332,3,129430.878312912
665,1332,4,112345.43143032644
666,1333,3,123654.2665120107
667,1333,4,107690.33857688561
668,1334,3,133741.52705797515
669,1334,4,115718.74115115285
670,1335,3,114033.42003877998
671,1335,4,99648.91500864766
672,1336,3,122431.02697655703
673,1336,4,121692.04707515423
674,1337,3,118276.10230262377
675,1337,4,101935.5507840493
676,1338,3,129454.55869734989
677,1338,4,112365.60360966244
678,1339,3,161466.17582389023
679,1339,4,158363.47242667314
680,1340,3,121136.80237673891
681,1340,4,104209.13293152885
682,1341,3,118833.16122341096
683,1341,4,103775.11980475244
684,1342,3,119584.52995774672
685,1342,4,104415.17465251996
686,1343,3,115285.029843684
687,1343,4,100715.10113875107
688,1344,3,115871.897428296
689,1344,4,101215.0253774946
690,1345,3,31126.932587221603
691,1345,4,101072.10128561777
692,1346,3,116141.13353547649
693,1346,4,101444.37465398171
694,1347,3,135229.76169777664
695,1347,4,116986.49658505782
696,1348,3,123409.7933211281
697,1348,4,107482.0836365041
698,1349,3,118688.20865008418
699,1349,4,102286.60433929335
700,1350,3,135078.61318682175
701,1350,4,116857.74044609617
702,1351,3,118479.90090789326
703,1351,4,102109.15700335293
704,1352,3,129462.47471157626
705,1352,4,112372.34688104049
706,1353,3,129262.88289988553
707,1353,4,112202.32422663724
708,1354,3,135050.72600880507
709,1354,4,116833.98470185975
710,1355,3,142551.39985845622
711,1355,4,123089.60474681026
712,1356,3,114913.06879852788
713,1356,4,100398.24543361805
714,1357,3,161398.1266683564
715,1357,4,158297.6184051887
716,1358,3,116169.82062976694
717,1358,4,101468.81180837729
718,1359,3,129456.01507847132
719,1359,4,112217.12694122599
720,1360,3,116161.90461554058
721,1360,4,101462.06853699926
722,1361,3,142451.46863612832
723,1361,4,123004.47815001248
724,1362,3,137751.98433589804
725,1362,4,123006.94623891283
726,1363,3,142454.36595788095
727,1363,4,116790.84593350058
728,1364,3,129319.17455660645
729,1364,4,112250.27637865876
730,1365,3,129369.5799463385
731,1365,4,112293.21430324533
732,1366,3,115812.0438500312
733,1366,4,101164.03899600975
734,1367,3,129430.73101380828
735,1367,4,112345.3059533122
736,1368,3,115975.75282861643
737,1368,4,101303.49479258238
738,1369,3,129257.22318305436
739,1369,4,112047.78569698194
740,1370,3,129464.43680057256
